image_id,greenery_ratio,brightness,sky_ratio,visual_complexity,building_regularity,image_filename
35,0.06020263671875,0.6277407035079656,0.3183837890625,0.0801123046875,0.2730844793713163,035.jpg
36,0.080224609375,0.4283132755055147,0.281976318359375,0.12515869140625,0.3570412517780938,036.jpg
37,0.04621826171875,0.4762141544117647,0.027703857421875,0.15986572265625,0.2702265372168285,037.jpg
38,0.01014892578125,0.5342551413143383,0.0508544921875,0.11281005859375,0.1215559157212317,038.jpg
39,0.02332275390625,0.5236830097273285,0.351312255859375,0.09393798828125,0.1257485029940119,039.jpg
40,0.03014892578125,0.4619087297028186,0.00274658203125,0.12802978515625,0.1285475792988314,040.jpg
41,0.010419921875,0.4806026252297794,0.07705078125,0.1133642578125,0.1641509433962264,041.jpg
42,0.12484619140625,0.5090681583180147,0.228228759765625,0.1074609375,0.1979522184300341,042.jpg
43,0.0055419921875,0.5005321212469362,0.20687255859375,0.12485107421875,0.1318840579710145,043.jpg
44,0.03575439453125,0.6235110868566176,0.3648193359375,0.12695556640625,0.2243478260869565,044.jpg
45,0.008310546875,0.545504700903799,0.2269775390625,0.11257568359375,0.2680577849117175,045.jpg
46,0.03530517578125,0.617373965992647,0.4219482421875,0.0770166015625,0.1778425655976676,046.jpg
47,0.03014892578125,0.4619087297028186,0.00274658203125,0.12802978515625,0.1285475792988314,047.jpg
48,0.04685791015625,0.5644498123468138,0.62703857421875,0.11231201171875,0.0980810234541577,048.jpg
49,0.03575439453125,0.6235110868566176,0.3648193359375,0.12695556640625,0.2243478260869565,049.jpg
50,0.02739501953125,0.4874330193014706,0.138287353515625,0.1565380859375,0.1981865284974093,050.jpg
51,0.12961181640625,0.5889478113511029,0.046533203125,0.1506494140625,0.5462822458270106,051.jpg
52,0.19703125,0.536557310814951,0.10843505859375,0.0750634765625,0.1259445843828715,052.jpg
53,0.029443359375,0.5581110026041667,0.4963134765625,0.09455322265625,0.127906976744186,053.jpg
54,0.080224609375,0.4283132755055147,0.281976318359375,0.12515869140625,0.3570412517780938,054.jpg
55,0.00798583984375,0.560034304151348,0.186712646484375,0.12431640625,0.1346153846153846,055.jpg
56,0.03014892578125,0.4619087297028186,0.00274658203125,0.12802978515625,0.1285475792988314,056.jpg
57,0.02944091796875,0.4907067631740196,0.2230224609375,0.14802490234375,0.131621187800963,057.jpg
58,0.1871630859375,0.5827371036305147,0.53358154296875,0.10029541015625,0.2857142857142857,058.jpg
59,0.098623046875,0.5767904411764706,0.36337890625,0.07467529296875,0.3005952380952381,059.jpg
60,0.19703125,0.536557310814951,0.10843505859375,0.0750634765625,0.1259445843828715,060.jpg
61,0.02258544921875,0.6187792873008578,0.504156494140625,0.0685205078125,0.3736654804270463,061.jpg
62,0.04685791015625,0.5644498123468138,0.62703857421875,0.11231201171875,0.0980810234541577,062.jpg
63,0.13037353515625,0.5774736232383578,0.01043701171875,0.09798828125,0.1605691056910569,063.jpg
64,0.11131591796875,0.543097043504902,0.003240966796875,0.0961328125,0.1943887775551102,064.jpg
65,0.0027001953125,0.5354040000765932,0.248321533203125,0.06872314453125,0.2453531598513011,065.jpg
66,0.03014892578125,0.4619087297028186,0.00274658203125,0.12802978515625,0.1285475792988314,066.jpg
67,0.17597900390625,0.2677438821231617,0.00848388671875,0.1906591796875,0.1389261744966443,067.jpg
68,0.04983154296875,0.5820833237591911,0.165496826171875,0.09439453125,0.3947368421052631,068.jpg
69,0.03575439453125,0.6235110868566176,0.3648193359375,0.12695556640625,0.2243478260869565,069.jpg
70,0.137861328125,0.4881471832873774,0.160955810546875,0.21411376953125,0.1524390243902439,070.jpg
71,0.080224609375,0.4283132755055147,0.281976318359375,0.12515869140625,0.3570412517780938,071.jpg
72,0.19703125,0.536557310814951,0.10843505859375,0.0750634765625,0.1259445843828715,072.jpg
73,0.03014892578125,0.4619087297028186,0.00274658203125,0.12802978515625,0.1285475792988314,073.jpg
74,0.0229443359375,0.6350007850796568,0.53118896484375,0.079921875,0.1107954545454545,074.jpg
75,0.04685791015625,0.5644498123468138,0.62703857421875,0.11231201171875,0.0980810234541577,075.jpg
76,0.01845947265625,0.5319945906096814,0.44415283203125,0.0929736328125,0.2612419700214132,076.jpg
77,0.43279296875,0.3709102902879902,0.012078857421875,0.24670654296875,0.1426481346013167,077.jpg
78,0.01227294921875,0.6069082988664215,0.350299072265625,0.05700439453125,0.4017857142857143,078.jpg
